frame,MAP Vacuum,Engine Speed,Injector Pulse Width Cylinder 5,Injector Pulse Width Cylinder 6,Injector Pulse Width Cylinder 7,Injector Pulse Width Cylinder 8,1/1 O2 Goal(0-1),1/1 O2 Volts(0-1)
1792,20.94,773.0,1304.0,1432.0,1304.0,1408.0,0.53,0.82
1793,20.94,772.0,1296.0,1400.0,1264.0,1400.0,0.53,0.8
1794,20.94,768.0,1296.0,1344.0,1304.0,1352.0,0.51,0.76
1795,20.89,766.0,1304.0,1360.0,1304.0,1376.0,0.51,0.24
1796,20.77,764.0,1456.0,1400.0,1464.0,1400.0,0.53,0.1
1797,20.59,760.0,1504.0,1408.0,1512.0,1400.0,0.53,0.1
1798,20.59,766.0,1504.0,1408.0,1512.0,1408.0,0.53,0.33
1799,20.59,762.0,1520.0,1408.0,1560.0,1616.0,0.53,0.71
1800,20.12,758.0,2296.0,1960.0,2008.0,2056.0,0.53,0.82
1801,18.94,770.0,2216.0,2080.0,2152.0,2072.0,0.53,0.88
1802,18.29,790.0,2296.0,2248.0,2344.0,2296.0,0.51,0.86
1803,17.88,827.0,2408.0,2368.0,2424.0,2384.0,0.51,0.82
1804,17.35,863.0,2592.0,2808.0,2680.0,2856.0,0.49,0.33
1805,16.76,928.0,2800.0,2984.0,2856.0,3016.0,0.49,0.1
1806,16.58,984.0,2952.0,2880.0,2840.0,2776.0,0.49,0.27
1807,17.82,981.0,2416.0,2184.0,2248.0,2064.0,0.51,0.84
1808,19.47,878.0,1928.0,1752.0,1864.0,1864.0,0.49,0.86
1809,19.59,807.0,1776.0,1792.0,1912.0,1824.0,0.47,0.86
1810,19.41,777.0,1704.0,1824.0,1664.0,1800.0,0.47,0.86
1811,19.82,748.0,1560.0,1656.0,1552.0,1648.0,0.47,0.84
1812,19.94,710.0,1528.0,1672.0,1528.0,1664.0,0.47,0.82
1813,19.88,713.0,1832.0,1976.0,1680.0,1864.0,0.47,0.8
1814,19.47,719.0,1712.0,1696.0,1632.0,1696.0,0.47,0.84
1815,19.29,733.0,1664.0,1736.0,1680.0,1736.0,0.47,0.82
1816,19.18,740.0,1712.0,1776.0,1744.0,1832.0,0.47,0.75
1817,18.53,744.0,1920.0,1968.0,1976.0,2080.0,0.47,0.22
1818,17.99,784.0,2200.0,2168.0,2256.0,2152.0,0.47,0.08
1819,18.05,832.0,2136.0,2056.0,2104.0,2080.0,0.47,0.06
1820,18.29,846.0,2264.0,2304.0,2304.0,2376.0,0.47,0.06
1821,17.7,862.0,2504.0,2544.0,2552.0,2576.0,0.47,0.04
1822,17.4,925.0,2680.0,2672.0,2728.0,2720.0,0.49,0.53
1823,17.58,949.0,2608.0,2624.0,2400.0,2616.0,0.49,0.71
1824,17.82,949.0,2384.0,2568.0,2448.0,2592.0,0.49,0.71
1825,17.46,956.0,2488.0,2536.0,2760.0,2616.0,0.49,0.12
1826,16.81,978.0,3000.0,2816.0,3064.0,2816.0,0.49,0.06
1827,16.28,1048.0,3312.0,3224.0,3352.0,3256.0,0.51,0.63
1828,15.69,1111.0,3376.0,3648.0,3464.0,3872.0,0.51,0.24
1829,14.87,1167.0,3984.0,4304.0,4136.0,4416.0,0.51,0.04
1830,14.04,1244.0,4328.0,4240.0,4480.0,4336.0,0.53,0.55
1831,13.98,1313.0,4216.0,4128.0,4200.0,4216.0,0.53,0.8
1832,13.98,1344.0,4112.0,4072.0,4008.0,4368.0,0.51,0.71
1833,14.63,1368.0,3712.0,3768.0,3608.0,3512.0,0.51,0.12
1834,15.99,1341.0,3496.0,3248.0,3432.0,3288.0,0.53,0.67
1835,16.64,1320.0,2664.0,2528.0,2232.0,2328.0,0.57,0.78
1836,19.82,1216.0,1552.0,1512.0,1424.0,1408.0,0.57,0.18
1837,21.24,1190.0,1248.0,1168.0,1224.0,1136.0,0.57,0.1
1838,21.71,1169.0,1112.0,1048.0,1136.0,1024.0,0.59,0.63
1839,21.89,1108.0,1128.0,1088.0,1032.0,1104.0,0.61,0.76
1840,21.83,1015.0,1056.0,1144.0,1048.0,1144.0,0.61,0.22
1841,21.71,922.0,1064.0,1160.0,1072.0,1168.0,0.61,0.06
1842,21.65,850.0,1152.0,1192.0,1160.0,1216.0,0.61,0.04
1843,21.54,782.0,1232.0,1264.0,1240.0,1352.0,0.61,0.04
1844,21.24,772.0,1336.0,1448.0,1376.0,1480.0,0.63,0.04
1845,21.0,771.0,1456.0,1528.0,1472.0,1544.0,0.67,0.08
1846,20.89,767.0,1488.0,1544.0,1488.0,1544.0,0.67,0.55
1847,20.89,772.0,1512.0,1472.0,1512.0,1472.0,0.67,0.75
1848,20.89,776.0,1504.0,1448.0,1488.0,1448.0,0.67,0.82
1849,20.94,779.0,1488.0,1408.0,1488.0,1408.0,0.67,0.86
1850,20.94,773.0,1456.0,1416.0,1456.0,1416.0,0.67,0.88
1851,20.94,777.0,1384.0,1400.0,1368.0,1360.0,0.67,0.88
1852,20.94,773.0,1360.0,1384.0,1368.0,1352.0,0.63,0.88
1853,20.94,758.0,1352.0,1384.0,1408.0,1392.0,0.61,0.88
1854,20.41,723.0,1512.0,1560.0,1528.0,1552.0,0.57,0.86
1855,20.0,701.0,1640.0,1688.0,1664.0,1696.0,0.57,0.84
1856,19.59,682.0,1800.0,1816.0,1824.0,1864.0,0.55,0.82
1857,19.12,668.0,1936.0,1928.0,1936.0,1984.0,0.55,0.82
1858,18.76,667.0,2032.0,2024.0,2048.0,2080.0,0.55,0.8
1859,18.41,672.0,2096.0,2152.0,2120.0,2176.0,0.53,0.8
1860,18.23,686.0,2160.0,2176.0,2144.0,2200.0,0.51,0.8
1861,18.17,679.0,2120.0,2192.0,2144.0,2176.0,0.51,0.71
1862,18.11,677.0,2160.0,2160.0,2176.0,2176.0,0.49,0.63
1863,18.11,668.0,2144.0,2232.0,2152.0,2232.0,0.61,0.14
1864,18.11,664.0,2160.0,2256.0,2144.0,2248.0,0.61,0.08
1865,18.11,655.0,2168.0,2240.0,2176.0,2256.0,0.61,0.08
1866,18.11,645.0,2216.0,2264.0,2232.0,2232.0,0.61,0.06
1867,18.17,635.0,2232.0,2248.0,2208.0,2240.0,0.61,0.08
1868,18.17,627.0,2184.0,2120.0,2200.0,2160.0,0.61,0.1
1869,18.17,617.0,2200.0,2136.0,2184.0,2112.0,0.61,0.53
1870,18.23,614.0,2184.0,2112.0,2176.0,2120.0,0.63,0.73
1871,18.29,595.0,2184.0,2152.0,2104.0,2144.0,0.63,0.8
1872,18.29,601.0,2080.0,2160.0,2104.0,2144.0,0.61,0.82
1873,18.29,597.0,2064.0,2160.0,2104.0,2152.0,0.61,0.8
1874,18.29,604.0,2096.0,2096.0,2088.0,2120.0,0.61,0.73
1875,18.23,598.0,2104.0,2144.0,2096.0,2144.0,0.61,0.63
1876,18.23,604.0,2080.0,2136.0,2104.0,2160.0,0.61,0.37
1877,18.23,601.0,2128.0,2112.0,2136.0,2112.0,0.61,0.71
1878,18.29,600.0,2136.0,2144.0,2152.0,2136.0,0.61,0.73
1879,18.29,601.0,2120.0,2120.0,2160.0,2144.0,0.61,0.82
1880,18.29,594.0,2152.0,2128.0,2080.0,2176.0,0.61,0.84
1881,18.29,597.0,2088.0,2176.0,2048.0,2168.0,0.61,0.8
1882,18.29,596.0,2056.0,2176.0,2072.0,2192.0,0.61,0.78
1883,18.29,594.0,2056.0,2192.0,2080.0,2168.0,0.61,0.75
